O*NET-SOC Code,Alternate Title,Short Title,Source(s)
11-3031.01,City Controller,missing,"04,06"
11-3031.01,City Treasurer,missing,"04,06"
11-3031.01,Comptroller,missing,"02,04,06,08"
11-3031.01,Controller,missing,"02,04,08,09,10"
11-3031.01,Corporate Controller,missing,"02,08,10"
11-3031.01,Corporate Treasurer,missing,02
11-3031.01,Cost Controller,missing,09
11-3031.01,County Treasurer,missing,"04,06"
11-3031.01,Financial Controller,missing,10
11-3031.01,Financial Engineer,missing,09
11-3031.01,Financial Institution Treasurer,missing,08
11-3031.01,Financial Officer,missing,"04,06"
11-3031.01,Financier,missing,"04,06"
11-3031.01,Plant Controller,missing,"09,10"
11-3031.01,Production Controller,missing,10
11-3031.01,Project Controller,missing,10
11-3031.01,Regional Controller,missing,02
11-3031.01,School Treasurer,missing,"02,08"
11-3031.01,State Comptroller,missing,"04,06"
11-3031.01,Treasurer,missing,"02,04,06,08"
11-3031.01,Treasury Consultant,missing,02
11-3031.01,Trust Officer,missing,"04,06"
11-3031.03,Annual Fund Manager,missing,10
11-3031.03,Asset Manager,missing,08
11-3031.03,Financial Planning and Analysis Finance Manager,missing,10
11-3031.03,Financial Planning and Analysis Manager,missing,10
11-3031.03,Financial Planning Director,missing,10
11-3031.03,Financial Planning Manager,missing,10
11-3031.03,Fixed Income Portfolio Manager,missing,02
11-3031.03,Fixed Income Vice President (Fixed Income VP),Fixed Income VP,02
11-3031.03,Hedge Fund Manager,missing,"08,09"
11-3031.03,Institutional Asset Manager,missing,08
11-3031.03,Investment Analysis Vice President (Investment Analysis VP),Investment Analysis VP,02
11-3031.03,Investment Fund Manager,missing,08
11-3031.03,Investment Manager,missing,10
11-3031.03,Investments Manager,missing,08
11-3031.03,Mutual Fund Manager,missing,08
11-3031.03,Pension Fund Manager,missing,08
11-3031.03,Portfolio Manager,missing,"02,08"
11-3051.00,Area Plant Manager,missing,02
11-3051.00,Assembly Manager,missing,02
11-3051.00,Bulk Plant Manager,missing,08
11-3051.00,Car Construction Superintendent,missing,08
11-3051.00,Concrete Mixing Plant Superintendent,missing,08
11-3051.00,Correctional Facility Industries Superintendent,missing,08
11-3051.00,Factory Manager,missing,08
11-3051.00,Factory Superintendent,missing,08
11-3051.00,Food Processing Plant Manager,missing,08
11-3051.00,Food Production Manager,missing,08
11-3051.00,Gas Operations Manager,missing,08
11-3051.00,Gas Operations Superintendent,missing,08
11-3051.00,General Milling Superintendent,missing,08
11-3051.00,General Production Manager,missing,02
11-3051.00,Industrial Production Manager,missing,"02,04,08"
11-3051.00,Manufacturing Coordinator,missing,02
11-3051.00,Manufacturing Department Manager,missing,08
11-3051.00,Manufacturing Director,missing,"04,08"
11-3051.00,Manufacturing Manager,missing,"02,10"
11-3051.00,Manufacturing Operations Manager,missing,10
11-3051.00,Manufacturing Planner,missing,08
11-3051.00,Manufacturing Production Manager,missing,10
11-3051.00,Manufacturing Project Manager,missing,10
11-3051.00,Materials Coordinator,missing,08
11-3051.00,Materials Planner,missing,08
11-3051.00,Plant Chief,missing,04
11-3051.00,Plant General Manager (Plant GM),Plant GM,08
11-3051.00,Plant Manager,missing,"02,04"
11-3051.00,Plant Superintendent,missing,"04,08"
11-3051.00,Product Line Manager,missing,02
11-3051.00,Production Control Manager,missing,"02,04"
11-3051.00,Production Control Supervisor,missing,08
11-3051.00,Production Foreman,missing,08
11-3051.00,Production Manager,missing,"02,10"
11-3051.00,Production Managing Supervisor,missing,08
11-3051.00,Production Shift Manager,missing,10
11-3051.00,Production Superintendent,missing,08
11-3051.00,Quality Assurance Manager (QA Manager),QA Manager,"08,10"
11-3051.00,Quality Assurance Supervisor (QA Supervisor),QA Supervisor,"08,10"
11-3051.00,Quality Control Manager (QC Manager),QC Manager,"02,08,10"
11-3051.00,Quality Manager,missing,"02,08,10"
11-3051.00,Quality Supervisor,missing,"08,10"
11-3051.00,Sawmill Manager,missing,08
11-3051.00,Sub Plant Manager,missing,02
11-3051.00,Value Stream Manager,missing,10
11-3051.00,Vinous Liquor Wine Maker,missing,08
11-3051.01,Construction Quality Control Manager,missing,10
11-3051.01,Product Quality Director,missing,02
11-3051.01,Quality and Food Safety Manager,missing,02
11-3051.01,Quality and Process Improvement Manager,missing,02
11-3051.01,Quality Assurance Coordinator (QA Coordinator),QA Coordinator,08
11-3051.01,Quality Assurance Director (QA Director),QA Director,"02,10"
11-3051.01,Quality Assurance Manager (QA Manager),QA Manager,"02,10"
11-3051.01,Quality Assurance Supervisor (QA Supervisor),QA Supervisor,"02,10"
11-3051.01,Quality Control Director (QC Director),QC Director,"08,10"
11-3051.01,Quality Control Manager (QC Manager),QC Manager,"02,08,10"
11-3051.01,Quality Control Microbiology Supervisor (QC Microbiology Supervisor),QC Microbiology Supervisor,08
11-3051.01,Quality Control Supervisor (QC Supervisor),QC Supervisor,"02,08,10"
11-3051.01,Quality Control Systems Manager (QC Systems Manager),QC Systems Manager,08
11-3051.01,Quality Director,missing,"02,10"
11-3051.01,Quality Management Director,missing,10
11-3051.01,Quality Manager,missing,"02,10"
11-3051.01,Quality Supervisor,missing,10
11-3051.01,Quality Systems Director,missing,02
11-3051.01,Quality Systems Manager,missing,10
11-3051.02,Decommissioning Well Site Manager,missing,10
11-3051.02,Geothermal Operations Manager,missing,08
11-3051.02,Geothermal Plant Manager,missing,08
11-3051.02,Geothermal Product Manager,missing,10
11-3051.02,Geothermal Production Manager,missing,08
11-3051.02,Industrial Production Manager,missing,10
11-3051.02,Mitigation Supervisor,missing,10
11-3051.02,Plant Manager,missing,02
11-3051.02,Plant Operations Coordinator,missing,08
11-3051.02,Plant Superintendent,missing,10
11-3051.02,Plant Supervisor,missing,02
11-3051.02,Power Plant Operations Manager,missing,02
11-3051.02,Production Control Manager,missing,10
11-3051.03,Biodiesel Operations Manager,missing,08
11-3051.03,Biodiesel Plant Manager,missing,08
11-3051.03,Biodiesel Plant Superintendent,missing,08
11-3051.03,Biofuels Operations Manager,missing,08
11-3051.03,Biofuels Plant Manager,missing,08
11-3051.03,Biofuels Plant Superintendent,missing,08
11-3051.03,Biofuels Production Manager,missing,"02,08"
11-3051.03,Ethanol Operations Manager,missing,02
11-3051.03,Industrial Manager,missing,10
11-3051.03,Industrial Production Manager,missing,07
11-3051.03,Manufacturing Manager,missing,10
11-3051.03,Plant Manager,missing,02
11-3051.03,Plant Operations Coordinator,missing,10
11-3051.03,Power Resources Manager,missing,10
11-3051.03,Production Coordinator,missing,02
11-3051.03,Production Manager,missing,02
11-3051.03,Production Plant Manager,missing,02
11-3051.03,Renewables Project Manager,missing,10
11-3051.04,Biomass Plant Manager,missing,08
11-3051.04,Biomass Power Plant Manager,missing,08
11-3051.04,Biomass Power Plant Superintendent,missing,08
11-3051.04,Biomass Production Manager,missing,08
11-3051.04,Demand Generator Manager,missing,10
11-3051.04,Fuel Manager,missing,02
11-3051.04,Maintenance Manager,missing,02
11-3051.04,Maintenance Superintendent,missing,02
11-3051.04,Maintenance Supervisor,missing,02
11-3051.04,Operations and Maintenance Manager (O&M Manager),O&M Manager,02
11-3051.04,Operations Superintendent,missing,02
11-3051.04,Operations Supervisor,missing,02
11-3051.04,Plant Manager,missing,02
11-3051.04,Utilities Superintendent,missing,02
11-3051.06,Demand Generation Manager,missing,10
11-3051.06,Generation Manager,missing,10
11-3051.06,Hydroelectric Generation Manager (Hydro Generation Manager),Hydro Generation Manager,"02,08"
11-3051.06,Hydroelectric Generation Supervisor (Hydro Generation Supervisor),Hydro Generation Supervisor,10
11-3051.06,Hydroelectric Plant Site Manager (Hydro Plant Site Manager),Hydro Plant Site Manager,08
11-3051.06,Hydroelectric Production Manager,missing,08
11-3051.06,Hydroelectric Station Chief,missing,08
11-3051.06,Hydroelectric Station Supervisor (Hydro Station Supervisor),Hydro Station Supervisor,02
11-3051.06,Plant Manager,missing,02
11-3051.06,Plant Site Leader,missing,10
11-3051.06,Power Plant Superintendent,missing,02
11-3051.06,Power Plant Supervisor,missing,02
11-3051.06,Power Project Manager,missing,02
11-3051.06,Production Manager,missing,10
11-3051.06,Renewables Project Manager,missing,10
11-3051.06,Water and Hydroelectric Services Director,missing,10
11-3051.06,Water Utility Plant Manager,missing,10
11-3061.00,Category Purchasing Manager,missing,02
11-3061.00,Commissary Superintendent,missing,08
11-3061.00,Commodity Manager,missing,"02,10"
11-3061.00,Contract Manager,missing,"04,06"
11-3061.00,Contracting Manager,missing,04
11-3061.00,Division Merchandise Manager (DMM),DMM,01
11-3061.00,General Merchandise Manager,missing,01
11-3061.00,Materials Director,missing,02
11-3061.00,Materials Manager,missing,"02,04,06,10"
11-3061.00,Merchandise Director,missing,"04,06"
11-3061.00,Merchandise Manager,missing,"04,06,08"
11-3061.00,Merchandising Manager,missing,09
11-3061.00,Procurement Director,missing,"02,10"
11-3061.00,Procurement Manager,missing,"02,04,06,10"
11-3061.00,Procurement Services Manager,missing,08
11-3061.00,Procurement Sourcing Manager,missing,10
11-3061.00,Purchasing Coordinator,missing,09
11-3061.00,Purchasing Director,missing,"02,04"
11-3061.00,Purchasing Manager,missing,"02,04,10"
11-3061.00,Purchasing Supervisor,missing,"02,10"
11-3061.00,Sourcing Manager,missing,"04,09,10"
11-3061.00,Strategic Sourcing Director,missing,"02,04"
11-3061.00,Strategic Sourcing Manager,missing,"02,10"
11-3061.00,Supply Chain Procurement Manager,missing,10
11-3061.00,Vendor Manager,missing,10
11-3071.00,Aerial Planting and Cultivation Manager,missing,08
11-3071.00,Air Export Logistics Manager,missing,08
11-3071.00,Airport Manager,missing,"04,08"
11-3071.00,Ammunition Storage Superintendent,missing,08
11-3071.00,Auto Fleet Manager,missing,08
11-3071.00,Automotive Services Manager,missing,08
11-3071.00,Bridges Supervisor,missing,08
11-3071.00,Building Supervisor,missing,08
11-3071.00,Bulk Plant Manager,missing,08
11-3071.00,Bus Transportation Manager,missing,08
11-3071.00,Canal Superintendent,missing,08
11-3071.00,Car Inspection and Repair Manager,missing,08
11-3071.00,Cargo and Ramp Services Manager,missing,08
11-3071.00,Chief Wharfinger,missing,08
11-3071.00,Cold Storage Supervisor,missing,"04,08"
11-3071.00,Communications and Signals Supervisor,missing,08
11-3071.00,Compressor Stations Superintendent,missing,08
11-3071.00,Contract Manager,missing,08
11-3071.00,Corporate Logistics Manager,missing,08
11-3071.00,Corporate Traffic Manager,missing,08
11-3071.00,Customer Logistics Manager,missing,08
11-3071.00,Delivery Manager,missing,08
11-3071.00,Dispatch Manager,missing,08
11-3071.00,Distribution Center Manager,missing,"02,04"
11-3071.00,Distribution Center Operations Manager,missing,08
11-3071.00,Distribution Center Supervisor,missing,08
11-3071.00,Distribution Coordinator,missing,08
11-3071.00,Distribution Manager,missing,02
11-3071.00,Distribution Superintendent,missing,08
11-3071.00,Division Road Supervisor,missing,08
11-3071.00,Division Roadmaster,missing,08
11-3071.00,Dock Superintendent,missing,08
11-3071.00,Dockmaster,missing,08
11-3071.00,Fleet Manager,missing,02
11-3071.00,Flight Control Manager,missing,08
11-3071.00,Flight Operations Manager,missing,08
11-3071.00,Flight Reservations Manager,missing,08
11-3071.00,Flight Superintendent,missing,08
11-3071.00,Freight Coordinator,missing,08
11-3071.00,General Car Yard Supervisor,missing,08
11-3071.00,General Road Foreman,missing,08
11-3071.00,General Road Supervisor,missing,08
11-3071.00,Global Logistics Manager,missing,08
11-3071.00,Global Transportation Manager,missing,02
11-3071.00,Harbor Department Manager,missing,08
11-3071.00,Import Coordinator,missing,08
11-3071.00,Import Export Manager,missing,08
11-3071.00,Import Manager,missing,08
11-3071.00,Integrated Logistics Programs Director,missing,08
11-3071.00,Integrated Logistics Support Manager (ILS Manager),ILS Manager,08
11-3071.00,International Logistics Manager,missing,08
11-3071.00,Inventory Control Manager,missing,08
11-3071.00,Load Out Supervisor,missing,08
11-3071.00,Logistics Analytics Manager,missing,08
11-3071.00,Logistics and Planning Manager,missing,08
11-3071.00,Logistics Coordinator,missing,08
11-3071.00,Logistics Director,missing,02
11-3071.00,Logistics Management Specialist,missing,08
11-3071.00,Logistics Manager,missing,"04,08,10"
11-3071.00,Logistics Operations Director,missing,08
11-3071.00,Logistics Operations Manager,missing,02
11-3071.00,Logistics Solution Manager,missing,08
11-3071.00,Logistics Supervisor,missing,"08,10"
11-3071.00,Logistics Supply Officer,missing,04
11-3071.00,Logistics Team Leader,missing,08
11-3071.00,Logistics Vice President,missing,08
11-3071.00,Marine Oil Terminal Superintendent,missing,"04,08"
11-3071.00,Marine Superintendent,missing,08
11-3071.00,Measurement Superintendent,missing,08
11-3071.00,Operations Director,missing,08
11-3071.00,Pipelines Superintendent,missing,08
11-3071.00,Port Traffic Manager,missing,08
11-3071.00,Print Traffic Manager,missing,08
11-3071.00,Railroad Car Inspection and Repair Regional Superintendent,missing,08
11-3071.00,Receiving Manager,missing,08
11-3071.00,Schedule Planning Manager,missing,08
11-3071.00,Service Delivery Manager,missing,08
11-3071.00,Sewer System Supervisor,missing,08
11-3071.00,Shipping Coordinator,missing,08
11-3071.00,Shipping Manager,missing,02
11-3071.00,Shipping Receiving Manager,missing,08
11-3071.00,Shipping Supervisor,missing,08
11-3071.00,Station Manager,missing,08
11-3071.00,Station Master,missing,08
11-3071.00,Station Supervisor,missing,08
11-3071.00,Stations Superintendent,missing,08
11-3071.00,Storage and Distribution Manager,missing,08
11-3071.00,Storage Manager,missing,08
11-3071.00,Substation Manager,missing,08
11-3071.00,Supply Chain Logistics Manager,missing,02
11-3071.00,Telegraph Office Manager,missing,08
11-3071.00,Terminal Manager,missing,08
11-3071.00,Terminal Operations Supervisor,missing,08
11-3071.00,Terminal Superintendent,missing,08
11-3071.00,Traffic Director,missing,08
11-3071.00,Traffic Manager,missing,08
11-3071.00,Traffic Superintendent,missing,08
11-3071.00,Traffic Supervisor,missing,08
11-3071.00,Train Master,missing,08
11-3071.00,Train Operations Manager,missing,08
11-3071.00,Train Operations Supervisor,missing,08
11-3071.00,Trainmaster,missing,08
11-3071.00,Transportation Coordinator,missing,08
11-3071.00,Transportation Director,missing,08
11-3071.00,Transportation Maintenance Supervisor,missing,08
11-3071.00,Transportation Manager,missing,"02,04,10"
11-3071.00,Transportation Program Director,missing,08
11-3071.00,Transportation Project Manager,missing,10
11-3071.00,Transportation Specialist,missing,10
11-3071.00,Transportation Superintendent,missing,08
11-3071.00,Transportation Supervisor,missing,08
11-3071.00,Truck Terminal Manager,missing,08
11-3071.00,Warehouse Foreman,missing,08
11-3071.00,Warehouse Manager,missing,"04,08,10"
11-3071.00,Warehouse Operations Manager,missing,"04,08"
11-3071.00,Warehouse Shift Supervisor,missing,10
11-3071.00,Warehouse Supervisor,missing,"02,10"
